2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,freebsd,freebsd,4.2,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,freebsd,freebsd,4.3,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,freebsd,freebsd,4.4,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,freebsd,freebsd,4.5,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,freebsd,freebsd,4.6,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,freebsd,freebsd,4.7,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,linux,linux_kernel,2.4.1,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,linux,linux_kernel,2.4.2,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,linux,linux_kernel,2.4.3,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,linux,linux_kernel,2.4.4,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,linux,linux_kernel,2.4.5,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,linux,linux_kernel,2.4.6,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,linux,linux_kernel,2.4.7,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
2018-10-20T03:47:03,CVE,CWE-200,CVE-2003-0001,5.0,0.0,o,linux,linux_kernel,2.4.8,*,*,"Multiple ethernet Network Interface Card (NIC) device drivers do not pad frames with null bytes, which allows remote attackers to obtain information from previous packets or kernel memory by using malformed packets, as demonstrated by Etherleak."
